сострадательный	2.2	0.87178	[0, 3, 3, 2, 2, 3, 3, 2, 2, 2]
сострадательный	1.6	0.66332	[3, 1, 2, 2, 1, 2, 2, 1, 1, 1]
сострадательно	1.7	1.41774	[1, 3, 3, 2, 1, 2, 3, 2, -2, 2]
сострадательность	0.9	1.37477	[-3, 2, 2, 1, 1, 1, 2, 1, 1, 1]
сострадательный	1.6	0.4899	[2, 1, 2, 2, 1, 2, 2, 1, 1, 2]
сострадательный	1.6	0.91652	[3, 0, 2, 1, 3, 1, 2, 1, 2, 1]
бессердечный	-2.6	0.8	[-3, -2, -2, -3, -4, -3, -1, -2, -3, -3]
вынужденный	0.2	1.07703	[-1, 0, 0, 0, 1, 2, -1, -1, 2, 0]
неотразимый	0.9	0.94339	[1, 1, 1, 0, 1, 2, 2, -1, 2, 0]
компетентный	1.3	0.78102	[1, 3, 1, 1, 2, 1, 1, 0, 2, 1]
конкурентоспособный	0.7	0.9	[0, 2, 0, 2, 0, 1, 0, 0, 0, 2]
самодовольный	-0.3	1.1	[2, -1, -1, 1, -1, -1, -1, 1, -1, -1]
жаловаться	-1.5	0.67082	[-1, -1, -1, -2, -1, -2, -3, -2, -1, -1]
истец	-0.7	0.78102	[0, 0, -1, 0, 0, -2, 0, -1, -2, -1]
заявители	-1.1	1.3	[-2, -1, 0, -2, -3, -2, -1, 1, -2, 1]
жаловался	-1.7	0.64031	[-1, -3, -2, -2, -1, -1, -2, -2, -1, -2]
жалобщик	-1.8	0.4	[-2, -2, -2, -2, -1, -2, -2, -2, -1, -2]
жалобщики	-1.3	1.00499	[-2, -1, -1, -2, -3, 1, -1, -1, -2, -1]
жалуясь	-0.8	1.249	[-2, -1, -1, -1, -2, -1, -1, 2, 1, -2]
жалобно	-1.7	0.64031	[-1, -2, -1, -2, -1, -2, -1, -2, -3, -2]
жалуется	-1.6	0.66332	[-1, -2, -1, -2, -2, -3, -1, -1, -1, -2]
жалоба	-1.2	1.249	[-1, -1, -2, -2, -1, -3, -1, -1, 2, -2]
жалобы	-1.7	0.45826	[-2, -2, -2, -1, -2, -2, -2, -1, -1, -2]
комплимент	2.1	0.7	[2, 2, 3, 1, 2, 3, 3, 1, 2, 2]
комплиментарно	1.7	0.45826	[2, 2, 2, 2, 1, 1, 2, 1, 2, 2]
бесплатный	1.9	0.7	[1, 2, 2, 1, 2, 1, 2, 3, 3, 2]
похвалил	1.8	1.4	[3, 2, 2, 2, 3, 2, -2, 3, 1, 2]
комплимент	2.3	0.64031	[2, 2, 1, 3, 3, 2, 2, 3, 3, 2]
комплименты	1.7	0.45826	[2, 1, 2, 2, 1, 2, 2, 1, 2, 2]
всесторонний	1.0	0.63246	[1, 1, 1, 0, 2, 2, 1, 0, 1, 1]
примирять	1.0	1.18322	[2, 1, 1, 0, 2, 2, -2, 2, 1, 1]
примиренный	1.1	0.9434	[1, 3, 0, 0, 2, 0, 2, 1, 1, 1]
примиряет	1.1	0.9434	[1, 3, 0, 0, 2, 0, 2, 1, 1, 1]
примирительный	1.3	0.78102	[2, 2, 1, 1, 2, 0, 2, 1, 2, 0]
осуждать	-1.6	1.0198	[-2, -2, -1, -2, -2, 1, -2, -3, -1, -2]
осуждение	-2.8	0.9798	[-3, -4, -2, -4, -2, -4, -2, -1, -3, -3]
осудил	-1.9	1.81384	[2, -2, -2, -3, -2, -3, -3, -4, 1, -3]
осуждает	-2.3	0.64031	[-2, -2, -3, -3, -3, -2, -2, -3, -1, -2]
уверенность	2.3	0.64031	[3, 3, 3, 3, 1, 2, 2, 2, 2, 2]
уверенный	2.2	0.87178	[1, 3, 3, 2, 3, 1, 3, 2, 1, 3]
уверенно	2.1	0.53852	[2, 2, 3, 1, 2, 2, 2, 2, 3, 2]
конфликт	-1.3	0.45826	[-2, -2, -1, -2, -1, -1, -1, -1, -1, -1]
конфликтующие	-1.7	0.64031	[-1, -2, -3, -1, -2, -1, -2, -1, -2, -2]
конфликтный	-1.8	0.6	[-2, -2, -2, -2, -1, -1, -3, -2, -1, -2]
конфликты	-1.6	0.8	[-1, -1, -1, -2, -1, -1, -3, -2, -1, -3]
противостоять	-0.7	0.78102	[0, -1, -1, 0, 1, -1, -1, -2, -1, -1]
конфронтация	-1.3	1.55242	[-3, -2, -3, -2, -1, -2, 1, 2, -1, -2]
конфронтационный	-1.6	0.66332	[-1, -2, -1, -2, -1, -2, -1, -2, -3, -1]
конфронтационер	-1.0	1.34164	[-1, -2, -2, 2, 1, -1, -2, -1, -2, -2]
конфронтаторы	-1.2	1.46969	[-2, -3, -1, -2, 2, 1, -1, -2, -2, -2]
конфронтации	-1.5	1.0247	[-1, -3, -2, -1, -3, 0, -2, -2, 0, -1]
столкнулся	-0.8	0.74833	[-1, -2, -1, -1, -1, -1, -1, -1, 1, 0]
конфронтатор	-0.3	1.1	[0, -2, 1, -2, 0, -1, -1, 0, 1, 1]
конфронтаторы	-1.3	1.26886	[-3, -2, -2, -2, -1, -2, 1, 1, -1, -2]
противостоя	-0.6	1.11355	[-2, -1, -1, 0, -2, 2, -1, 0, 0, -1]
противостоит	-0.9	0.53852	[-1, -1, -1, -1, 0, -1, 0, -1, -2, -1]
запутать	-0.9	0.3	[-1, -1, -1, -1, -1, -1, -1, -1, 0, -1]
смущенный	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -1, -2, -2]
смущенно	-0.6	1.42829	[-3, -1, -1, 1, -1, -1, -2, 2, 1, -1]
смущение	-1.5	0.67082	[-3, -1, -1, -2, -1, -2, -2, -1, -1, -1]
сбивает с толку	-1.3	0.45826	[-1, -2, -1, -1, -1, -1, -1, -1, -2, -2]
запутанный	-0.9	0.7	[-1, -1, -1, -2, -1, -1, 1, -1, -1, -1]
сбивающе с толку	-1.4	0.66332	[-1, -1, -1, -1, -3, -1, -2, -1, -1, -2]
путаница	-1.2	0.6	[-1, -1, -1, -1, -1, -2, 0, -1, -2, -2]
запутанный	-1.2	0.6	[-2, -2, 0, -1, -2, -1, -1, -1, -1, -1]
путаница	-0.9	1.04403	[-1, -2, -1, -1, -1, 2, -2, -1, -1, -1]
поздравляю	2.4	0.91652	[1, 3, 3, 3, 2, 2, 4, 1, 2, 3]
поздравляю	2.2	1.249	[3, 3, 2, 3, -1, 2, 1, 3, 3, 3]
поздравление	2.9	0.9434	[3, 3, 3, 2, 4, 2, 4, 3, 4, 1]
поздравляю	2.9	0.53852	[2, 3, 3, 3, 3, 3, 3, 3, 4, 2]
согласие	0.9	0.7	[0, 0, 1, 1, 1, 2, 1, 2, 0, 1]
согласия	1.0	0.63246	[0, 2, 1, 0, 1, 1, 1, 2, 1, 1]
внимательный	1.9	1.22066	[2, -1, 3, 2, 2, 2, 4, 1, 2, 2]
утешительный	1.1	0.53852	[1, 1, 2, 1, 0, 1, 1, 1, 2, 1]
заговор	-2.4	0.66332	[-2, -2, -3, -3, -2, -2, -4, -2, -2, -2]
ограниченный	-0.4	1.0198	[-1, 0, -1, -1, -1, -1, 2, -1, 1, -1]
заражение	-2.0	1.18322	[-1, 0, -2, -1, -2, -4, -2, -4, -2, -2]
заражения	-1.5	0.92195	[-2, -2, -2, -2, 1, -2, -1, -1, -2, -2]
заразный	-1.4	0.91652	[-2, -2, -2, 0, -1, -1, -2, 0, -1, -3]
презрение	-2.8	0.6	[-3, -3, -4, -2, -3, -2, -3, -3, -2, -3]
презрение	-2.0	1.09545	[-2, 1, -2, -2, -3, -3, -3, -2, -2, -2]
презренность	-0.9	1.51327	[-2, -1, -3, -1, 0, -3, -1, 1, 2, -1]
презренный	-1.6	1.68523	[-2, -2, -3, -3, -2, -3, -1, -3, 1, 2]
презренность	-1.9	0.7	[-2, -2, -1, -2, -2, -1, -1, -2, -3, -3]
презрительно	-1.4	1.49666	[-3, 0, -2, -3, -2, -2, -1, -3, 1, 1]
презрения	-1.0	1.48324	[-2, -2, -1, 0, 1, -1, -2, -3, 2, -2]
презрительный	-2.2	1.83303	[-2, -3, -4, -2, -3, -3, 3, -2, -3, -3]
презрительно	-2.4	0.8	[-1, -3, -2, -3, -3, -2, -1, -3, -3, -3]
презрительность	-1.1	1.57797	[-3, -1, -2, 3, -2, 0, -1, -1, -2, -2]
утверждают	0.2	1.07703	[0, 0, 1, 1, -2, 1, -1, 0, 2, 0]
претендент	0.5	1.0247	[1, 3, -1, 0, 0, 1, 0, 1, 0, 0]
довольный	1.4	1.56205	[1, 1, 3, 2, 2, 2, -3, 2, 2, 2]
удовлетворенно	1.9	0.9434	[3, 1, 2, 3, 2, 3, 0, 2, 1, 2]
удовлетворенность	1.4	0.4899	[1, 2, 1, 1, 2, 2, 2, 1, 1, 1]
спорный	-1.2	1.4	[-2, -2, -2, -2, -2, -2, -1, 2, 1, -2]
удовлетворенность	1.5	1.74642	[2, 1, 3, 2, 2, 1, 2, 4, 1, -3]
спорный	0.6	1.0198	[2, -1, 1, 0, 1, -1, 1, 1, 2, 0]
противоречить	-1.3	0.78102	[-2, -1, -1, 0, -2, 0, -1, -2, -2, -2]
противоречивый	-1.0	0.63246	[-1, -1, -2, 0, -1, -1, 0, -1, -1, -2]
противоречил	-1.3	0.45826	[-1, -1, -1, -1, -2, -1, -2, -1, -1, -2]
противоречащий	-1.3	0.9	[-2, -2, -2, -1, -2, -1, 1, -1, -1, -2]
противоречие	-1.0	0.89443	[-1, 0, 0, -1, 0, -3, -2, -1, -1, -1]
противоречия	-1.3	0.78102	[0, -2, -1, -2, -1, -2, -1, 0, -2, -2]
противоречивый	-1.9	1.04403	[-2, -3, 0, -3, -3, -1, -2, -1, -1, -3]
противоречащий	-1.0	0.63246	[-1, -1, -1, -2, -1, -2, 0, 0, -1, -1]
противоречивые	-0.5	1.11803	[-1, 0, -1, -2, 2, 1, -1, -1, -1, -1]
противоречиво	-0.9	1.3	[0, -1, -1, -1, -3, -1, 1, 1, -3, -1]
противоречивость	-1.4	0.4899	[-2, -1, -1, -1, -2, -1, -1, -2, -2, -1]
противоречащие	-1.6	0.66332	[-1, -2, -1, -2, -1, -1, -3, -1, -2, -2]
противоречивый	-1.4	0.4899	[-1, -2, -1, -2, -1, -1, -1, -1, -2, -2]
противоречит	-1.4	0.66332	[-1, -2, -1, -2, -2, -2, 0, -1, -1, -2]
спорный	-0.8	0.87178	[0, 0, -1, 1, -2, -1, -1, -1, -1, -2]
спорно	-1.1	1.04403	[0, -1, -1, -2, -1, -2, -1, 1, -3, -1]
убеждать	1.0	0.89443	[-1, 2, 2, 1, 1, 0, 1, 1, 2, 1]
убежденный	1.7	0.64031	[2, 1, 1, 2, 1, 2, 2, 2, 1, 3]
убедительный	0.6	0.66332	[2, 0, 1, 0, 1, 1, 0, 0, 0, 1]
убеждающие	0.3	0.64031	[0, 0, 0, 0, 0, 1, 0, 0, 0, 2]
убеждает	0.7	0.78102	[1, 0, 2, 0, 1, 0, 0, 0, 1, 2]
убедительный	1.7	0.9	[2, 2, 0, 3, 3, 1, 1, 2, 2, 1]
убедительно	1.6	0.66332	[3, 2, 1, 1, 1, 2, 2, 1, 2, 1]
убедительность	0.7	1.34536	[0, 0, 0, 1, -2, 2, 0, 3, 1, 2]
компанейский	1.2	1.16619	[1, 2, -2, 2, 1, 2, 2, 1, 2, 1]
прохладный	1.3	0.64031	[1, 1, 2, 1, 1, 1, 2, 2, 2, 0]
загнанный в угол	-1.1	0.83066	[-1, -1, -3, -1, 0, -1, 0, -1, -2, -1]
труп	-2.7	1.18743	[-3, -4, 0, -4, -3, -3, -3, -1, -3, -3]
дорогостоящий	-0.4	1.0198	[-1, 0, -1, -1, 2, -1, -1, 1, -1, -1]
мужество	2.2	0.74833	[2, 3, 1, 2, 3, 2, 3, 3, 1, 2]
смелый	2.4	0.4899	[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]
мужественно	2.3	0.78102	[3, 3, 3, 1, 3, 3, 2, 2, 2, 1]
мужество	2.1	0.7	[3, 3, 1, 2, 1, 2, 2, 2, 3, 2]
вежливый	2.3	0.45826	[2, 2, 2, 3, 3, 2, 3, 2, 2, 2]
вежливость	1.5	0.67082	[1, 1, 2, 3, 1, 2, 1, 1, 2, 1]
прикрыть	-1.2	1.16619	[-1, -1, -4, -1, 0, 0, -2, 0, -1, -2]
трус	-2.0	0.63246	[-3, -3, -1, -2, -2, -1, -2, -2, -2, -2]
трусливый	-1.6	0.8	[-1, -1, -1, -3, -1, -2, -3, -2, -1, -1]
уют	1.5	1.11803	[2, 3, 1, 3, 1, 2, 2, -1, 1, 1]
судорога	-0.8	1.66132	[0, -1, -1, -3, -3, 1, -2, 1, -2, 2]
дерьмо	-1.6	0.66332	[-1, -1, -2, -2, -1, -2, -3, -1, -1, -2]
паршиво	-2.6	0.8	[-1, -3, -3, -2, -3, -4, -2, -2, -3, -3]
крушение	-1.7	1.18743	[-2, -3, -2, -1, -2, 0, 0, -1, -4, -2]
помешательство	-0.6	1.49666	[0, -3, -1, -1, -2, 0, 0, -1, 3, -1]
сумасшедший	-0.5	2.24722	[-2, -1, 3, -3, -3, 1, 1, -1, 3, -3]
безумства	0.2	1.6	[-2, -1, 3, -1, -1, 1, 2, 0, 2, -1]
сумасшедший	-0.1	1.7	[2, -2, -2, 0, -1, 1, 3, 1, -1, -2]
самый сумасшедший	-0.2	2.13542	[2, -2, -3, 3, -2, 0, 2, 2, -2, -2]
безумно	-1.5	0.67082	[-2, -1, -1, -2, -1, -3, -2, -1, -1, -1]
сумасшествие	-1.6	0.66332	[-2, 0, -2, -1, -2, -1, -2, -2, -2, -2]
безумия	-1.0	1.48324	[1, -2, -2, 2, -1, 0, -2, -1, -3, -2]
сумасшествие	-0.5	0.80623	[0, 0, 0, 0, -2, -1, -2, 0, 0, 0]
сумасшедший	-1.4	1.35647	[-2, -1, -1, -2, -3, -2, -3, -1, 2, -1]
сумасшедшая трава	0.8	0.9798	[2, 0, 0, 0, 0, 2, 2, 0, 2, 0]
создавать	1.1	1.13578	[1, 1, 1, 2, 3, 0, 0, 0, 3, 0]
созданный	1.0	0.7746	[2, 0, 0, 1, 1, 2, 0, 1, 1, 2]
создает	1.1	0.83066	[2, 0, 0, 1, 1, 2, 0, 1, 2, 2]
креатин	0.1	0.53852	[0, 0, 0, 1, 0, 0, 0, 1, -1, 0]
креатин	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]
создание	1.2	1.249	[0, 0, 0, 0, 4, 1, 1, 2, 2, 2]
креатинин	0.4	1.2	[0, 0, 0, 4, 0, 0, 0, 0, 0, 0]
создание	1.1	0.83066	[2, 1, 1, 2, 0, 0, 0, 1, 2, 2]
креационизм	0.7	0.9	[2, 0, 0, 0, 0, 0, 2, 0, 2, 1]
креационизмы	1.1	1.37477	[2, 4, 0, 3, 0, 0, 1, 1, 0, 0]
креационист	0.8	0.9798	[2, 0, 0, 0, 0, 0, 2, 0, 2, 2]
креационисты	0.5	0.67082	[0, 0, 0, 1, 1, 0, 2, 0, 1, 0]
творения	1.6	0.91652	[3, 2, 1, 1, 1, 3, 1, 2, 2, 0]
творческий	1.9	0.53852	[2, 1, 2, 2, 2, 1, 3, 2, 2, 2]
творчески	1.5	0.80623	[2, 2, 1, 0, 2, 2, 2, 0, 2, 2]
креативность	1.8	1.07703	[3, 2, 1, 0, 2, 2, 2, 0, 3, 3]
творчество	1.7	1.00499	[2, 2, 1, 0, 3, 2, 2, 0, 2, 3]
креативность	1.6	0.8	[2, 1, 2, 2, 3, 2, 0, 2, 1, 1]
кредит	1.6	0.91652	[1, 1, 0, 2, 3, 3, 2, 2, 1, 1]
кредитоспособность	1.4	1.28062	[0, 3, -1, 2, 2, 2, 1, 2, 0, 3]
кредитоспособность	1.9	1.3	[3, 0, 4, 0, 1, 1, 3, 2, 2, 3]
похвальный	1.8	0.6	[2, 1, 1, 1, 2, 2, 3, 2, 2, 2]
кредитоспособность	1.2	0.74833	[1, 1, 1, 3, 2, 1, 0, 1, 1, 1]
похвально	1.7	0.78102	[3, 1, 1, 0, 2, 2, 2, 2, 2, 2]
зачислено	1.5	1.11803	[1, 1, 1, 0, 3, 2, 0, 3, 1, 3]
кредитование	0.6	0.4899	[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]
кредитор	-0.1	1.44568	[-2, -1, 1, -2, -1, 1, 2, -1, 2, 0]
кредиты	1.5	1.0247	[2, -1, 2, 0, 2, 2, 2, 2, 2, 2]
кредитоспособность	1.9	1.3	[4, 0, 3, 1, 2, 1, 4, 2, 1, 1]
кредитоспособный	2.4	0.66332	[3, 3, 3, 1, 2, 3, 3, 2, 2, 2]
удрученный	-2.5	0.67082	[-2, -3, -3, -2, -3, -2, -4, -2, -2, -2]
плакал	-1.6	0.8	[-1, -3, -1, -2, -2, -2, 0, -2, -1, -2]
крики	-1.7	0.64031	[-1, -3, -1, -2, -2, -2, -1, -2, -1, -2]
преступление	-2.5	0.80623	[-3, -3, -4, -2, -2, -1, -2, -2, -3, -3]
преступник	-2.4	0.91652	[-3, -2, -4, -3, -1, -2, -3, -2, -1, -3]
преступники	-2.7	0.9	[-2, -2, -1, -3, -3, -4, -4, -3, -2, -3]
кризис	-3.1	0.7	[-3, -2, -4, -3, -3, -2, -4, -4, -3, -3]
критик	-1.1	0.53852	[-1, 0, -2, -1, -1, -1, -1, -1, -2, -1]
критический	-1.3	0.78102	[-2, 0, -1, -1, -1, -2, -1, -3, -1, -1]
критиковать	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -3, -1, -2, -2]
критиковали	-1.8	0.4	[-2, -2, -1, -2, -2, -2, -1, -2, -2, -2]
критикует	-1.3	1.26886	[-2, -1, -1, -1, 2, -1, -3, -2, -2, -2]
критикуя	-1.7	0.78102	[-1, -1, -1, -3, -1, -2, -2, -2, -1, -3]
критика	-1.9	0.53852	[-2, -1, -2, -2, -2, -2, -3, -1, -2, -2]
критика	-0.9	1.37477	[-1, -1, 1, -1, -2, -2, -1, -3, 2, -1]
критикуемый	-1.0	0.63246	[-1, -2, 0, -1, -2, -1, 0, -1, -1, -1]
критиковать	-1.6	1.0198	[-2, -1, 0, -2, -1, -3, 0, -3, -2, -2]
критиковали	-1.5	0.92195	[-1, -2, -3, -1, -1, -1, -3, -1, -2, 0]
критик	-1.5	0.67082	[-1, -2, -2, -1, -1, -1, -3, -1, -2, -1]
критики	-1.6	0.4899	[-1, -1, -1, -2, -2, -2, -1, -2, -2, -2]
критикует	-1.4	0.66332	[-1, -1, -2, -1, -1, -1, -3, -1, -2, -1]
критикуя	-1.5	0.67082	[-1, -1, -1, -2, -2, -1, -2, -1, -3, -1]
критики	-1.2	0.6	[-2, 0, -1, -1, -1, -1, -2, -1, -2, -1]
сырой	-2.7	0.64031	[-2, -2, -3, -4, -2, -3, -3, -2, -3, -3]
грубо	-1.2	0.4	[-1, -2, -2, -1, -1, -1, -1, -1, -1, -1]
грубость	-2.0	0.7746	[-3, -1, -1, -1, -3, -2, -3, -2, -2, -2]
грубости	-2.0	1.0	[-3, -1, -1, -2, -4, -1, -1, -2, -2, -3]
грубее	-2.0	0.89443	[-3, -2, -2, -1, -1, -2, -2, -1, -4, -2]
сырая нефть	-1.1	0.83066	[-2, -1, -1, -1, 0, 0, -1, -1, -3, -1]
грубейший	-2.4	1.0198	[-2, -1, -3, -3, -2, -1, -4, -4, -2, -2]
жестокий	-2.8	1.16619	[-2, -4, -1, -4, -1, -4, -2, -3, -3, -4]
более жестокий	-2.3	0.45826	[-2, -3, -2, -2, -2, -3, -2, -2, -3, -2]
самый жестокий	-2.6	0.8	[-4, -3, -2, -4, -2, -2, -2, -2, -2, -3]
более жестокий	-2.4	0.4899	[-2, -3, -3, -3, -2, -2, -3, -2, -2, -2]
самый жестокий	-2.9	1.04403	[-2, -3, -4, -4, -4, -3, -1, -2, -2, -4]
жестоко	-2.8	0.4	[-3, -3, -3, -3, -3, -3, -2, -2, -3, -3]
жестокость	-2.9	0.3	[-3, -3, -3, -3, -3, -3, -3, -3, -2, -3]
жестокости	-2.3	1.00499	[-4, -3, -2, -1, -2, -2, -1, -4, -2, -2]
жестокость	-2.9	0.83066	[-3, -3, -3, -3, -4, -3, -1, -3, -4, -2]
раздавить	-0.6	1.11355	[0, 0, 0, -1, 1, 0, -2, -3, -1, 0]
измельченный	-1.8	0.6	[-2, -2, -2, -1, -2, -1, -1, -3, -2, -2]
давит	-1.9	0.53852	[-2, -2, -2, -2, -2, -1, -1, -3, -2, -2]
дробление	-1.5	1.85742	[-2, -3, -1, -3, 2, -2, -2, -3, 2, -3]
плакать	-2.1	0.53852	[-2, -2, -2, -1, -2, -2, -3, -3, -2, -2]
плачет	-2.1	0.7	[-3, -1, -2, -2, -3, -2, -3, -2, -1, -2]
пизда	-2.2	2.08806	[-4, -1, -4, -2, 2, -4, -4, -3, 1, -3]
пизды	-2.9	1.44568	[-3, -4, -3, -4, -4, -4, -3, 1, -3, -2]
любопытный	1.3	0.78102	[0, 1, 0, 2, 2, 2, 1, 1, 2, 2]
проклинать	-2.5	0.67082	[-3, -3, -4, -2, -2, -3, -2, -2, -2, -2]
резать	-1.1	0.53852	[-2, -1, -1, -1, 0, -1, -1, -1, -2, -1]
милый	2.0	0.63246	[1, 3, 1, 2, 2, 2, 2, 3, 2, 2]
мило	1.3	1.00499	[3, 1, 1, 2, 2, 1, 1, 2, -1, 1]
миловидность	2.3	0.45826	[2, 2, 2, 3, 2, 3, 3, 2, 2, 2]
миловидности	1.9	0.53852	[1, 2, 2, 1, 3, 2, 2, 2, 2, 2]
симпатичнее	2.3	0.9	[1, 2, 3, 4, 1, 2, 2, 3, 3, 2]
милашки	1.8	0.87178	[1, 2, 3, 0, 1, 2, 2, 2, 3, 2]
милашка	1.0	1.18322	[2, 2, 1, 1, 0, 2, 2, -1, 2, -1]
симпатичнее	1.5	1.20416	[3, -1, 2, 1, 1, 2, 2, 3, 0, 2]
самый милый	2.2	1.4	[3, 3, 4, 2, 2, 4, 2, -1, 2, 1]
самый милый	2.8	0.87178	[2, 3, 3, 4, 4, 3, 1, 3, 2, 3]
милашка	2.1	0.83066	[2, 1, 2, 2, 4, 3, 1, 2, 2, 2]
милашка	2.1	1.04403	[1, 2, 3, 4, 1, 1, 3, 2, 3, 1]
милашки	1.5	1.0247	[3, 2, 2, 0, 1, 2, 1, 1, 3, 0]
милашка	1.5	0.80623	[3, 1, 1, 2, 1, 1, 1, 3, 1, 1]
милашка	2.0	1.09545	[3, 1, 2, 4, 0, 2, 1, 3, 2, 2]
милашки	2.2	0.6	[3, 2, 2, 2, 3, 1, 2, 2, 3, 2]
режет	-1.2	0.6	[-1, -2, -1, 0, -1, -1, -2, -2, -1, -1]
резка	-0.5	0.67082	[0, -1, 0, 0, 0, -1, -1, -2, 0, 0]
циник	-1.4	0.8	[-1, -2, -1, 0, -2, -3, -1, -1, -1, -2]
циничный	-1.6	0.66332	[-1, -1, -2, -2, -1, -1, -2, -2, -1, -3]
цинично	-1.3	1.00499	[-2, -1, -1, -1, -3, -2, -1, -2, 1, -1]
цинизм	-1.7	0.64031	[-2, -3, -1, -1, -2, -1, -2, -1, -2, -2]
цинизм	-1.7	0.78102	[-1, -1, -3, -1, -2, -3, -1, -2, -2, -1]
циники	-0.3	1.1	[-1, 0, -2, 0, 0, -1, 1, -1, 2, -1]
д-:	1.6	0.66332	[1, 1, 1, 2, 2, 3, 1, 1, 2, 2]
д:	1.2	0.87178	[1, 1, 1, 2, 1, 1, 2, 2, -1, 2]
г=	1.5	0.67082	[1, 1, 1, 2, 3, 2, 1, 1, 1, 2]
повреждать	-2.2	0.4	[-2, -3, -2, -2, -3, -2, -2, -2, -2, -2]
поврежден	-1.9	0.53852	[-2, -2, -2, -1, -2, -1, -2, -2, -3, -2]
разрушитель	-1.9	0.53852	[-2, -2, -2, -2, -2, -1, -2, -2, -3, -1]
разрушители	-2.0	0.63246	[-2, -3, -1, -2, -2, -1, -3, -2, -2, -2]
убытки	-1.9	1.04403	[-1, 0, -2, -2, -2, -4, -2, -1, -3, -2]
разрушительный	-2.3	0.9	[-4, -1, -2, -4, -2, -2, -2, -2, -2, -2]
разрушительно	-2.0	0.7746	[-2, -2, -2, -2, -1, -3, -3, -1, -3, -1]
черт	-1.7	0.64031	[-2, -1, -2, -1, -1, -3, -1, -2, -2, -2]
проклятый	-1.7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
проклятие	-1.8	0.74833	[-2, -2, -2, -2, -1, -2, -2, 0, -3, -2]
чертовски	-1.7	0.45826	[-2, -1, -2, -2, -1, -2, -1, -2, -2, -2]
проклятие	-2.6	1.0198	[-3, -2, -3, -4, -4, -3, -1, -2, -1, -3]
проклятия	-1.4	1.11355	[-2, -1, -2, -3, -2, 0, -1, 1, -2, -2]
осуждающий	-2.6	1.42829	[-4, -1, -4, -2, -1, -3, -3, 0, -4, -4]
проклятый	-1.6	0.66332	[-1, -1, -3, -1, -2, -2, -1, -2, -1, -2]
самый проклятый	-0.5	1.5	[1, 0, 0, 0, -1, -1, 0, 2, -3, -3]
проклятый	-2.8	0.9798	[-1, -3, -3, -2, -2, -3, -4, -4, -2, -4]
проклявает	-1.8	0.87178	[-2, -2, -1, -2, -3, -2, -2, 0, -1, -3]
проклявать	-2.2	0.74833	[-2, -2, -4, -2, -3, -2, -1, -2, -2, -2]
осуждающий	-2.4	0.66332	[-3, -1, -2, -2, -2, -2, -3, -3, -3, -3]
осуждающий	-1.4	0.8	[-1, -3, -1, -1, -1, -1, -3, -1, -1, -1]
осуждающе	-2.0	1.61245	[-3, -2, -1, -4, -3, -3, -3, -2, 2, -1]
черт возьми	-2.4	1.0198	[-3, -3, -2, -2, -3, -2, -4, -2, 0, -3]
проклятия	-2.2	0.74833	[-2, -3, -2, -1, -3, -2, -1, -2, -3, -3]
опасность	-2.4	0.91652	[-3, -1, -2, -3, -3, -3, -2, -1, -2, -4]
под угрозой	-2.4	0.66332	[-3, -3, -2, -3, -3, -2, -1, -2, -3, -2]
опасный	-2.5	0.80623	[-1, -2, -2, -3, -4, -3, -3, -2, -2, -3]
опасный	-2.1	0.3	[-2, -3, -2, -2, -2, -2, -2, -2, -2, -2]
опасно	-2.0	0.44721	[-2, -2, -2, -1, -2, -3, -2, -2, -2, -2]
опасность	-2.0	0.44721	[-2, -3, -2, -1, -2, -2, -2, -2, -2, -2]
опасности	-2.2	0.87178	[-1, -1, -2, -4, -2, -3, -3, -2, -2, -2]
смельчак	0.5	0.92195	[0, 1, -1, 2, 0, 0, 1, 0, 0, 2]
смелый	1.5	1.5	[3, 0, 1, 1, 2, -2, 3, 2, 2, 3]
смело	2.1	0.7	[3, 1, 2, 1, 3, 2, 2, 3, 2, 2]
смелость	1.4	0.8	[0, 2, 1, 3, 1, 2, 2, 1, 1, 1]
дарингс	0.4	0.91652	[0, 1, 1, 1, 0, 1, 0, 1, -2, 1]
самый темный	-2.2	0.6	[-3, -3, -2, -2, -3, -2, -1, -2, -2, -2]
тьма	-1.0	0.44721	[-2, -1, -1, -1, -1, 0, -1, -1, -1, -1]
милый	2.8	0.6	[3, 3, 2, 2, 3, 3, 4, 2, 3, 3]
милый	1.6	0.66332	[1, 1, 2, 3, 1, 1, 2, 2, 2, 1]
миловидность	2.3	0.45826	[3, 3, 2, 2, 2, 2, 2, 2, 3, 2]
милашки	2.2	0.4	[3, 2, 2, 2, 2, 2, 2, 2, 3, 2]
бесстрашный	2.3	0.78102	[3, 3, 2, 1, 3, 3, 2, 1, 2, 3]
ошеломление	-0.7	0.78102	[-1, 0, -1, -1, 1, -1, -1, 0, -1, -2]
ошеломленный	-0.7	0.64031	[0, -1, -1, 0, -1, -1, 0, -1, 0, -2]
ошеломленно	-0.4	1.0198	[-1, -1, -1, -1, -1, 2, -1, 1, 0, -1]
